Caption,Image,Video,Time Created,Post URL,Post ID 
"Just cant get enough of this @fincalanegrita Typica Mejorado Competition nanolot!

Flavor Notes: creamy, peach cognac, raspberry, & lilac
Process: Natural 48 hour anaerobic fermentation nitrogen flushed
Altitude: 2000 masl

Our co-owner Leon and Mauricio Shattah were part of the same @zhaw.coffee.excellence.center Certificate in Advanced Studies cohort in seed to cup coffee excellence. We got to visit with Mauricio and Liliana Montoya in Bogot last September and this is our first lot, which we cant savor enough of!

Brew Specs:
1:14.2 - 14 gr in 200 ml poured
196 f (91 c at 100 masl)
100 microliter spray onto whole bean
9 on @weberworkshops EG-1, approximately 1100 microns
@fellowproducts kettle
@sibaristcoffee fast cone filter
@timemoreproducts Crustal Eye Dripper
First 50ml poured over a chilling rock and pre-infused for 30 seconds
Total time about 90 seconds

If you are in Houston for #scaexpo2025 check out our schedule at the top of our grid to see when you can taste some and so many other rare and beautiful coffees on us!

#littlewavescoffee #specialtycoffee #pourover #shestheroaster",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/491451849_18475912639068765_7761427379175265721_n.jpg?stp=dst-jpg_e15_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLmltYWdlX3VybGdlbi43MjB4MTI4MC5zZHIuZjc1NzYxLmRlZmF1bHRfY292ZXJfZnJhbWUuYzIifQ&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHmr_MN9lSxGdlimfdsnReE7my9i66EKGu-djL1iNhawXBEFrlhbZzBae470sF0xqk&_nc_ohc=aUvuKc-8qzUQ7kNvwEHbslo&_nc_gid=XkAlGpU7d-uD4IbkKNbASQ&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzYxNzUwMDExNzkyMjQzODIyMQ%3D%3D.3-ccb7-5&oh=00_AfXUGnm4TXT1BoIiWmhBxPlOeWh8dgf-CDuCkxjb6cdTKw&oe=68B6B961&_nc_sid=22de04,https://scontent-iad3-1.cdninstagram.com/o1/v/t16/f2/m86/AQPqgbBDK_1ZD9nvHqc2C2ZvMpwnpZYo_RTRdb3Hk2VChcO_WJ6BmQ55rWlvoHyghQPZzj1uYrMGYPzY3qkTlD0s6GNzyIxMNvuYOAM.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMzYwLmJhc2VsaW5lIn0&_nc_cat=109&vs=2032777477211215_680254644&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9FRDQyODhFRUQ4MzQ1RTZFRTYxMTc2MENFRTQ0MjdCOF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSUlKU1IxcDU5RFdEMjhHQUpDTUxuVjFBaVFNYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJqjCpYyjpc0%2FFQIoAkMzLBdAOcQYk3S8ahgSZGFzaF9iYXNlbGluZV8zX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfViQGU0IERiV7tV-MjMO0dO8CSm3fwe3WRlXDCTKglXtg&oe=68B2C830&_nc_sid=22de04,2025-04-23 23:55:29,https://www.instagram.com/p/DIz8TDfs1xN,DIz8TDfs1xN
"WE COME FROM VERY DIFFERENT WAYS, BUT THERE'S A LOT OF RECOGNITION- House made chai spiced dark drinking chocolate with house made Carolina Reaper syrup. Option to add espresso. A collaboration with Yadira Harms Sankasting of @islandgrind.coffee and a dear friend and supporter since bikeCOFFEE in Durham, Peter Katz.

The chai is one that we make a little spicy, it really has a little bit of heat that follows you

We're a small community, so we're built for that, for being interested in people's stories and wanting to see them back, and really enjoying when people come back, and the team takes big pride in knowing what the customer is going to order before they order it, that's a little bit of a source of, not competition, but of satisfaction with them. So it is even people who only come for a week, towards the second, third visit, they already know, oh, theyre going to order this and that, and that's something that they really enjoy.

Everyone here [in Aruba] is some kind of complicated mix

I think it's a really good thing to happen to the world where there's very few people who can say, I'm just this, no, I'm this, and a little bit of that, and a little bit of that, and some more of this, and then, and then bring people closer together.

Its really great to meet you, but also, I think it's very surprising and really great how we come from very different ways. But there's a lot of recognition in the things you're saying that kind of resonates. - Yadira Harms Sankasting on Island Grind Coffee, Aruba, spices, and goodness that comes from mixed backgrounds

 @laurenviedallen",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/491452818_18500416750010577_6353789389532883661_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQuaW1hZ2VfdXJsZ2VuLjE0NDB4MTc4MC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UuYzIifQ&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHmr_MN9lSxGdlimfdsnReE7my9i66EKGu-djL1iNhawXBEFrlhbZzBae470sF0xqk&_nc_ohc=0GQ07_GIqcAQ7kNvwEjL0ls&_nc_gid=XkAlGpU7d-uD4IbkKNbASQ&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzYxNDk2NjU3MzY0NzgzNTgyNQ%3D%3D.3-ccb7-5&oh=00_AfVjpDEjF8gINH1WaWYP1TqcDO9xD-ZD-vB1nkfqwx6IFA&oe=68B6DCF9&_nc_sid=22de04,None,2025-04-20 11:10:21,https://www.instagram.com/p/DIq8PIhMLKx,DIq8PIhMLKx
"Houston, TX! Ah te vemos 

RV4 -  it on the 2025 Expo app 

Were excited to see everyone @specialtycoffeeassociation Expo in Houston! Come visit us we have a stellar coffee lineup each day, some chances to meet the producers of some of the coffees were serving, a @standartmag and LWCR subscription giveaway, a chance to taste Eugenioides and a Fine Robusta next to a beautiful washed Ethiopia, were calling the DNA set (while supplies last), and so much more. Scroll through our slides for the full details. Our hearts are full to share it all. 

Heart Driven theme design by the talented @baconbuttr 

See you there!

#scaexpo2025",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/491506664_18475101889068765_387171729360207754_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjEwODB4MTA4MC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UuYzIifQ&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHmr_MN9lSxGdlimfdsnReE7my9i66EKGu-djL1iNhawXBEFrlhbZzBae470sF0xqk&_nc_ohc=siby0PqsPH4Q7kNvwFkkIw7&_nc_gid=XkAlGpU7d-uD4IbkKNbASQ&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzYxMzc3MTc4MzQzOTYwMDM0MQ%3D%3D.3-ccb7-5&oh=00_AfXS33c089MwYAxdEqq7z1VsWzxzHil1yMtNhUw80M-rwA&oe=68B6C0F9&_nc_sid=22de04,None,2025-04-18 23:22:35,https://www.instagram.com/p/DImsk11P3OA,DImsk11P3OA
"WINDOWS TO THE VOLCANO OF SAN SALVADOR- House made mango x coconut syrup tonic. Option: add espresso on the side. A collaboration with Karla Boza of @jacintaysucafe 

Something else that is coming up, and it's very seasonal for us. It's mango season, and that's very, very important, and we love it. And I would love to also play with something that could incorporate that.

I wanted it [Jacinta, the caf] to be very colorful, because I like colors a lot, and I didn't want it to be another traditional and, you know, like very gray, looking neutral color coffee shop. 

So we have these giant windows. You can see the volcano of San Salvador, which is one of my favorite views from the city. I can send you pictures if you want, but like, I love seeing that every single day. We can see outside, like out the window, and we can see when the volcano has different clouds, when it's sunny outside, we can see how it changes through the seasons, and here we also only have mainly two seasons it's either raining or it's not, but still, like, it's very beautiful to see it like every day, like I'm obsessed with that view.

You're sitting underneath this beautiful tree that gives these fruits, that I'll send you pictures, because I have no idea what they're called in English, but it's so beautiful. And when that tree is in bloom. The flowers, they are these, like, bright pink little petals. It's so beautiful. So then it's almost like you walk into the space and there's like a bright pink carpet of little petals. - Karla Boza about her cafe, Jacinta, in San Salvador.

 @laurenviedallen




#cocoacinnamon #rootedreverberations #wondermenu #rdubrews #sansalvadorvolcano #tonic",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/490550377_18500075338010577_2056369493579439831_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQuaW1hZ2VfdXJsZ2VuLjE0NDB4MTc3OC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UuYzIifQ&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHmr_MN9lSxGdlimfdsnReE7my9i66EKGu-djL1iNhawXBEFrlhbZzBae470sF0xqk&_nc_ohc=b5c3SRi8d6IQ7kNvwEhBhxS&_nc_gid=XkAlGpU7d-uD4IbkKNbASQ&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzYxMzUxNzE0NTU2NTI2MzcyNA%3D%3D.3-ccb7-5&oh=00_AfUwMVkiPdZ6y79NFxmKocbqBpaczUu1o3LJ1Co4ulVQ6w&oe=68B6DCF2&_nc_sid=22de04,None,2025-04-18 10:01:17,https://www.instagram.com/p/DIlyrLbM3ds,DIlyrLbM3ds
"Weve said before that were in endless pursuit of moments that inspire awe and wonder, and that interconnectedness between humans and experiences is at the root of the work we do. This Thailand Natural Coffee is a beautiful example of our mission in action. 

Around April, 2021, Areli began inquiring about sourcing coffees from Laos in search of a coffee for our wholesale partners, @heirloomraleigh . Though the Laotian coffee we found was contracted out for the year, our search led us to cup this beautiful coffee from Thailand, which will also be served at Heirloom. We named it Quiet Endless Searching as a nod to the journey that brought us to it.

Q.E.S. - Doi Pangkhon Natural comes to us from coffee producers in the Doi Pangkhon community in the Chiang Rai province of Thailand. The community includes around 300 households, each typically producing 12 tons of parchment coffee each year. @beanspirecoffee has worked in Doi Pangkhon, Chiang Rai for ten years, developing processing techniques, upgrading equipment, improving workflow, and working with producers individually to establish coffee cupping practices. All of the villagers in this producing area belong to Akha Hill Tribe and are notably young coffee farmers, ranging from 25-35 years of age. Beanspires co-founders, Fuadi Pitsuwan and Jane Kittiratanapaiboon, are part of the young generation moving the Thai coffee industry forward. Thailand is unique as a coffee-producing country; the countrys specialty cafe and roaster scene is thriving, and domestic consumption demands regularly outpace the countrys production volume. 

Only around 5% of Thailands specialty coffee is exported each year, while the rest is enjoyed by Thai coffee drinkers. This means that the coffees selected for export by the team at Beanspire are each chosen to share the work of Thai coffee producers with a global audience, providing a glimpse into the growing specialty coffee revolution happening in the country.

This natural has tasting notes of mango, mixed berries, white chocolate, and black tea in a creamy cup! Don't miss out on this wonderful coffee.",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/491463701_18474942763068765_3108183531243903586_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQuaW1hZ2VfdXJsZ2VuLjE0Mzl4OTU5LnNkci5mNzU3NjEuZGVmYXVsdF9pbWFnZS5jMiJ9&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHmr_MN9lSxGdlimfdsnReE7my9i66EKGu-djL1iNhawXBEFrlhbZzBae470sF0xqk&_nc_ohc=TIQo_KlQ3jIQ7kNvwHOMaKm&_nc_gid=XkAlGpU7d-uD4IbkKNbASQ&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzYxMzAxMTA2NzMyMjIwMjcxMw%3D%3D.3-ccb7-5&oh=00_AfVCC6ufMyaaRcsOVtaRBS1MpOo6jiX5drA3zLDDqw8RFQ&oe=68B6C41F&_nc_sid=22de04,None,2025-04-17 17:15:17,https://www.instagram.com/p/DIj_mxVS3pZ,DIj_mxVS3pZ
"ESPRESSO & STRANGERS- House-made Sri Lankan Cinnamon syrup, espresso, tonic, garnished with a sprig of rosemary and dried orange slice half. A collaboration with Deandra Gauci of @coffee_strangers

Through coffee I meet a lot of strangers, and that is how I know you, right? In MaltaOur language is a mix of Italian, Arabic, French, and English...

...There's a smell of rosemary. You're not tasting it, because we just try not to put it inside the drinkThe drink is just slightly absorbing from the dehydrated oranges, and there isn't so much sweetness spiking the drink. We place the small piece of rosemary on top, just a small piece. So its more influencing your nose rather than the palate. - Deandra Gauci on Malta, the Maltese language and this refreshing multimodal drink.

#cocoacinnamon #rootedreverberations #cinnamonandcoffee #espressotonic #wondermenu #rdubrews

 @laurenviedallen",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/491439804_18499084264010577_6976984469908345181_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQuaW1hZ2VfdXJsZ2VuLjEzNjV4MTY4NS5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UuYzIifQ&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHmr_MN9lSxGdlimfdsnReE7my9i66EKGu-djL1iNhawXBEFrlhbZzBae470sF0xqk&_nc_ohc=j2nhNY7Lb-MQ7kNvwEcN8Ak&_nc_gid=XkAlGpU7d-uD4IbkKNbASQ&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzYwOTg5MzEwOTM2NDEzNjAzMQ%3D%3D.3-ccb7-5&oh=00_AfXTtw-Z-njMDlw8vDppsBG_wm3sYPYuj4S_H4tbw6nIzQ&oe=68B6CBDE&_nc_sid=22de04,None,2025-04-13 12:34:54,https://www.instagram.com/p/DIY6qgsx5hf,DIY6qgsx5hf
"UNTIL THE END OF THE WORLD- A frozen cardamom infused ice sphere, whole cardamom locked inside, in a lowball glass, slowly melting into a single origin Rwanda Ikizere Womens lot pourover concentrate. 

A collaboration with Emmanuel Rusatira of @bahocoffee, Dr. Jane Dell, a research scientist and volunteer barista @jane.likes.trees, and Coffee Specialist & Consultant, Smayah Uwajeneza @wise_smayah .

This drink, like our planet, is limited in supply.

Its very isolating. It's very easy for the outside world to just disappearthe community aspect is much more apparent and strong there [Antarctica] than, I think, in our daily lives. Your amount of distraction is significantly reduced.  And so I found that it wasn't so much about just getting my daily caffeine, but instead it was about enjoying the coffee with my community.

I keep thinking about how to emulate global warming/melting glaciers in a drink. - Dr. Jane Dell about her experience volunteering at The Coffee Shop, McMurdo Station, Antarctica

Rwandan coffee has a bit of a sweet brown spice unique flavor to it, so I like to paircardamom asinfusion  Smayah Uwajeneza, when asked what spice, true to Rwanda, would complement this drink. - @wise_smayah 

We started this and we are still together. If possible, I invite you to visit us with Ben [of Sundog Trading] next year. I think of doing something unique, as you keep supporting us.  Emmanuel Rusatira about being the first US company to go in on Ben of Sundog Tradings first import of Baho Coffee and the ongoing relationship 6 years later.

 @laurenviedallen 

#cocoacinnamon #rootedreverberations #climateandcoffee #wondermenu #rwandancoffee ",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/489991125_18498650068010577_2918036476887868225_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTc3OC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UuYzIifQ&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHmr_MN9lSxGdlimfdsnReE7my9i66EKGu-djL1iNhawXBEFrlhbZzBae470sF0xqk&_nc_ohc=kgHP076IVeUQ7kNvwE3YyoN&_nc_gid=XkAlGpU7d-uD4IbkKNbASQ&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzYwODQ0NDA4NjM0MjM2ODg3Ng%3D%3D.3-ccb7-5&oh=00_AfUHijC26Qrp42uAj1XXro4Qk2BU4EpK-jjXB8WDQrYLow&oe=68B6B972&_nc_sid=22de04,None,2025-04-11 19:47:59,https://www.instagram.com/p/DITxN95M4GZ,DITxN95M4GZ
"A pourover can be a beautiful ritual. Heating the water and pouring in spirals one direction, then the other  The bloom of grounds and the aroma rising into the air. We've got plenty of fantastic roasts waiting for you.  What are you pouring? 













--
#littlewavescoffee #latinaownedbusiness #rootedreverberations #pourover #pourovercoffee #lightroastcoffee #mediumroastcoffee #rituals #coffeearoma",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/490188847_18473720551068765_6739084619307165789_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQuaW1hZ2VfdXJsZ2VuLjE0Mzl4OTU5LnNkci5mNzU3NjEuZGVmYXVsdF9pbWFnZS5jMiJ9&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHmr_MN9lSxGdlimfdsnReE7my9i66EKGu-djL1iNhawXBEFrlhbZzBae470sF0xqk&_nc_ohc=vcrjH_N2mZkQ7kNvwEfbsCz&_nc_gid=XkAlGpU7d-uD4IbkKNbASQ&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzYwODQ0Mzc0MjE4MTE5NjM1OA%3D%3D.3-ccb7-5&oh=00_AfUxnjqqXLhfMvxEe857VGFuk_vxVb84ZjKTKbK-1bImjQ&oe=68B6B2A9&_nc_sid=22de04,None,2025-04-11 10:01:12,https://www.instagram.com/p/DITxHcUsQJG,DITxHcUsQJG
"THE HANDSHAKE- House made lychee syrup with lemon juice over chilled espresso. A collaboration with Lisa Yang and Matthew Lu of @berrybirdcoffee

Once Lisa tried the beans from you guys for the first time, shes like, this is the whole reason why we do coffee. Like the flavor that youre actively looking for is finally there, and kind of like, I wish there was this flavor in there. So we are all sold out of the Edwin Norea MZ as well. Were just like, Okay, that was super fun. Maybe we can collaborate on something else?

We have a recipe that might be delicious for you to try as well. We want to call it a Handshake. It was taught to us by Bill Tsiang, our roast instructor. It was the first drink that got us bewildered about coffee, and even before we began our professional coffee journey. Its the introduction handshake, which made us realize what is possible in coffee isnt just chocolate and creaminess, it is capable of something more.  Matthew Lu proposing a drink recipe that was passed to him by a mentor, furthering the handshake.

We tried your recipe earlier, I really liked it! I think the combinations of flavors are so good, so fruity! I did reduce the lemon juice to half because I feel like it was more present than the lycheethe ingredients are different in different places  Melissa Ibarra, Cocoa Cinnamon Flavor Lead  a small tidbit of the recipe sharing, tweaking and testing that she did for this.


#cocoacinnamon #rootedreverberations #curiosity #wondermenu #thehandshake",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/488314016_18496846141010577_7853342564211422005_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UuYzIifQ&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHmr_MN9lSxGdlimfdsnReE7my9i66EKGu-djL1iNhawXBEFrlhbZzBae470sF0xqk&_nc_ohc=WwMeNT5VNXQQ7kNvwGhREDl&_nc_gid=XkAlGpU7d-uD4IbkKNbASQ&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzYwMjkwODY4MzU2MDM2MjQ5Mg%3D%3D.3-ccb7-5&oh=00_AfWOO0Itz_eqNEWRqSx9pJJe5gKA5dzs5lMwAePGVcnSFg&oe=68B6AB9A&_nc_sid=22de04,None,2025-04-09 14:15:15,https://www.instagram.com/p/DIH26_myag1,DIH26_myag1
"ARISTOTLE DREAM POP- A layered strawberry jam, milk soda with blue turnate infusion, ube whipped cream, topped with black lava salt, garnished with a red rock sugar stick and Popping Bottles co-fermented espresso on the side. A collaboration with Dot Mediano of @lot38kape

With us creating our drinks, we follow Aristotles formulaconsidering aesthetics, ergonomics, behavior, function, and sensorial. So those are our categories whenever we are creating drinksAfter this, Ill do some journaling and do some sketching first, then try to incorporate colors and flavors, like synesthesia, like if this color fits with the flavor and if this flavor matches with the other color or flavors.

Coffee usually grows on the side of volcanos. So there's that contrast between, like, it's either red or blue, then the black and then the espresso. So there's the primary colors. With pop rocks below and espresso on the side, to pour over.theres something to the way espresso moves through the layers that is interesting to us. - Dot Mediano on devising signature beverages and this drink.

 drinks - @laurenviedallen Place & people @hgtpdot38 

--
#cocoacinnamon #creamsoda #latinaownedbusiness #rdubrews #durhamcoffeeshop #exoticflavors",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/488651760_18496967476010577_5981858394443447213_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTc3Ny5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UuYzIifQ&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHmr_MN9lSxGdlimfdsnReE7my9i66EKGu-djL1iNhawXBEFrlhbZzBae470sF0xqk&_nc_ohc=x9bOxh5S4RQQ7kNvwHTQaKg&_nc_gid=XkAlGpU7d-uD4IbkKNbASQ&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzYwMzM3MDY2NDI1MDE2ODgxMg%3D%3D.3-ccb7-5&oh=00_AfWzuIb7u4t2X-yhGabrqW2LJUCXSYdi-7sYfiq5J20nww&oe=68B6D999&_nc_sid=22de04,None,2025-04-09 14:15:33,https://www.instagram.com/p/DIBvp2RMvhY,DIBvp2RMvhY
"Last year's lot received a 94 score from @coffeereview! This year is tasting just as yummy! 

Humure, named after the highest hill in the area, is located in the Eastern Province of Rwanda. Its currently the largest station in the @bahocoffee family - collecting cherry from over 1600 smallholder farmers, producing nearly over 2000 60kg bags of green coffee annually, and employing 270 people during the peak of the season. 

With honey and natural processing slowly becoming more common in Rwanda, Emmanuel Rusatira began experimenting with whole cherry fermentation techniques that could differentiate him within the specialty market.As we look towards the future, we hope to collaborate more with Emmanuel on his experimental processes and push towards the most precise and replicable methods possible. 

We taste a bouquet of strawberry, raspberry, watermelon, nectarine, prickly pear, and grape in a juicy cup. Bring this amazing Rwandan coffee into your life 





--
#rwandancoffee #littlewavescoffee #latinaownedbusiness #juicycoffee #naturalanaerobiccoffee",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/488624276_18472250596068765_4785391121391931729_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQuaW1hZ2VfdXJsZ2VuLjE0Mzl4OTU5LnNkci5mNzU3NjEuZGVmYXVsdF9pbWFnZS5jMiJ9&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QFp_562Alil13IATh6tskb177kEv6jTKVL31C4gSLD3UUHch_Aj3FbjE5aB_Z1JmzI&_nc_ohc=UrTIXpISIigQ7kNvwEsiSQJ&_nc_gid=fEWTgXpbasy3xMvSVBO-BQ&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzYwMjg1Njc1NjI4MDkyNDI3MQ%3D%3D.3-ccb7-5&oh=00_AfU8_zMR2hRLwu9nY1WVAJ0awYcAdwvSYRW0HbmpHKMc2Q&oe=68B6B617&_nc_sid=22de04,None,2025-04-03 17:00:35,https://www.instagram.com/p/DH_6yGOvZhv,DH_6yGOvZhv
"For Curious, we collaborated with 12 coffee people representing every continent across an array of expertises, some whom weve known for decades, others whom we have never met in person, or met virtually for the first time to share stories and devise drinks.

The experience reaching out, collaborating, learning and deepening stories has been an incredible experience!

This menu is about curiosity. The feeling you get when stepping into a new landscape, on a different continent with different languages, customs and views of the world- transformed by the re-orientation.

Its hard to hate if youre curious. Its harder to be lonely if you are looking out into the world, asking questions and reaching out to others.

We hope you will enjoy and find a little peace in their flavor, beauty, and learning their stories. Above all, be in a space where you feel open and curious. Read about the drinks and stories in the Explore/News section on our website.

Thank you @laurenviedallen for the amazing photos! More to come soon 

#cocoacinnamon #rootedreverberations #experinceofalifetime #wondermenu #latinaownedbusiness",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/487050157_18496549411010577_4237037494934537105_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQuaW1hZ2VfdXJsZ2VuLjE0NDB4OTYwLnNkci5mNzU3NjEuZGVmYXVsdF9pbWFnZS5jMiJ9&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QFp_562Alil13IATh6tskb177kEv6jTKVL31C4gSLD3UUHch_Aj3FbjE5aB_Z1JmzI&_nc_ohc=xbQaXg4Y4b8Q7kNvwEACIx0&_nc_gid=fEWTgXpbasy3xMvSVBO-BQ&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzYwMTg5NDYyMTQyMTU2MzQ3Mw%3D%3D.3-ccb7-5&oh=00_AfUgKGjBC_mcPvz0XG9cSKYgi3mjzkRh7ftqdUNmbwjmAA&oe=68B6B5C6&_nc_sid=22de04,None,2025-04-03 15:50:38,https://www.instagram.com/p/DH8gBMUOO5R,DH8gBMUOO5R
"The coffee tree at one of our shops is flowering!! 

Coffea arabica started as one naturally occurring hybrid of two other species, Coffea eugenioides and Coffea canephora (commonly referred to as Robusta). This hybrid evolved over 100s of thousands of years, to the flavorful species that we drink today, in the shaded highlands of what we know today as SW Ethiopia and SE South Sudan.

That spontaneous event between two species was a polyploidal event that took place in what is now SW Ethiopia, NW Kenya, SE South Sudan. Unlike all other coffee species that have 22 chromosomes, Coffea arabica has 44. It has both stamens (seminal) and pistils (leading to the equivalent of ovaries) so a single flower has everything it needs to pollinate itself. Our guests opening the door and letting in the wind will pollinate the flowers.l, which only has a 48 hour window to take place before the flowers wither.

This is also one of the reasons that Arabica is so fragile and is currently slated to go extinct within 60 years. It has minimal genetic diversity on Earth as it pollinates itself and the great majority of coffee across the Earth lead back to two varieties that lead back to early cultivations in Yemen, Typica and Bourbon strains (which then developed on Reunion Island and became the Bourbon variety).

It is because of this fragility and impending extinction that Little Waves Coffee is a contributing member of @worldcoffeeresearch , a non profit that is doing much of the work to breed varieties, along with others who are preserving species with high cup quality and more climate resistance.

In a rare moment we added @inmaculadacoffeefarms Coffea Eugenioides to our pourover menu and have just a bit for the first to sign up for our soon to be CURRENTS coffee subscription. Tap the link in bio be notified when it launches.

Special thanks to @durhamncmastergardeners for our plant and @zhaw.coffee.excellence.center for boosting our knowledge.",https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/486791432_18470999035068765_792661943640128026_n.jpg?stp=dst-jpegr_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5oZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UuYzIifQ&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QFp_562Alil13IATh6tskb177kEv6jTKVL31C4gSLD3UUHch_Aj3FbjE5aB_Z1JmzI&_nc_ohc=wDR8NO1zj5IQ7kNvwGgQkXc&_nc_gid=fEWTgXpbasy3xMvSVBO-BQ&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzU5ODQ3MjQwMTU3MTkyODc5Mw%3D%3D.3-ccb7-5&oh=00_AfU3SFaQ-xF_Nb2MIVSdQ941wnDVtYqdWGalj0HP_1C9pQ&oe=68B6B3BB&_nc_sid=22de04,None,2025-03-28 16:02:14,https://www.instagram.com/p/DHwV5eGP-pe,DHwV5eGP-pe
